# TargetDeployments.txt


##########################
##                      ##
##  Target deployments  ##
##                      ##
##########################

 Arch_OS_Bits_Compiler[_Feat.]    | Build         | License Model
                                  | r object module] at systime Fri Jun 13 13:
                                  | 02:12 CEST 2025 on [AIX IBMpowerCHRP 1 7 0
                                  | 0F68D574C00]
----------------------------------+--------------------------------------------
 PowerPC_AIX_64_xlcV1313          | IBM XL C/C++ for AIX, V13.1.3 (5725-C72, 5
                                  | 765-J07) Version: 13.01.0003.0000 as [64-b
                                  | it XCOFF executable or object module] at s
                                  | ystime Fri Jun 13 13:03:08 CEST 2025 on [A
                                  | IX IBMpowerCHRP 1 7 00F68D574C00]
----------------------------------+--------------------------------------------
 PowerPC_AIX_64_gccV494           | gcc version 4.9.4 (GCC) (powerpc-ibm-aix7.
                                  | 1.0.0) as [64-bit XCOFF executable or obje
                                  | ct module] at systime Fri Jun 13 13:01:56
                                  | CEST 2025 on [AIX IBMpowerCHRP 1 7 00F68D5
                                  | 74C00]
----------------------------------+--------------------------------------------
 PowerPC_MacOS_32_gccV421         | gcc version 4.2.1 (Apple Inc. build 5577)
                                  | as [Mach-O executable ppc] at systime Fri
                                  | Jun 13 13:01:35 CEST 2025 on [Darwin Power
                                  | G5MacOSX 9.8.0 Darwin Kernel Version 9.8.0
                                  | : Wed Jul 15 16:57:01 PDT 2009; root:xnu-1
                                  | 228.15.4~1/RELEASE_PPC Power Macintosh]
----------------------------------+--------------------------------------------
 PowerPC_MacOS_64_gccV421         | gcc version 4.2.1 (Apple Inc. build 5577)
                                  | as [Mach-O 64-bit executable ppc64] at sys
                                  | time Fri Jun 13 13:01:35 CEST 2025 on [Dar
                                  | win PowerG5MacOSX 9.8.0 Darwin Kernel Vers
                                  | ion 9.8.0: Wed Jul 15 16:57:01 PDT 2009; r
                                  | oot:xnu-1228.15.4~1/RELEASE_PPC Power Maci
                                  | ntosh]
----------------------------------+--------------------------------------------
 PowerPC_Linux_32_gccV492         | gcc version 4.9.2 (Debian 4.9.2-10+deb8u1)
                                  |  as [ELF 32-bit MSB executable, PowerPC or
                                  |  cisco 4500, version 1 (SYSV), dynamically
                                  |  linked (uses shared libs), for GNU/Linux
                                  | 2.6.32, stripped] at systime Fri Jun 13 13
                                  | :01:26 CEST 2025 on [Linux IBMpowerCHRP 3.
                                  | 16.0-6-powerpc64 #1 SMP Debian 3.16.56-1+d
                                  | eb8u1 (2018-05-08) ppc64]
----------------------------------+--------------------------------------------
 PowerPC_Linux_32_gccV1021        | gcc version 10.2.1 20210110 (Debian 10.2.1
                                  | -6) as [ELF 32-bit MSB executable, PowerPC
                                  |  or cisco 4500, version 1 (SYSV), dynamica
                                  | lly linked (uses shared libs), for GNU/Lin
                                  | ux 3.2.0, stripped] at systime Fri Jun 13
                                  | 13:01:15 CEST 2025 on [Linux IBMpowerCHRP
                                  | 5.10.0-8-powerpc64 #1 SMP Debian 5.10.46-1
                                  |  (2021-06-24) ppc64]
----------------------------------+--------------------------------------------
 PowerPC_Linux_32_clangV350       | Debian clang version 3.5.0-10 (tags/RELEAS
                                  | E_350/final) (based on LLVM 3.5.0) as [ELF
                                  |  32-bit MSB executable, PowerPC or cisco 4
                                  | 500, version 1 (SYSV), dynamically linked
                                  | (uses shared libs), for GNU/Linux 2.6.32,
                                  | stripped] at systime Fri Jun 13 13:01:12 C
                                  | EST 2025 on [Linux IBMpowerCHRP 3.16.0-6-p
                                  | owerpc64 #1 SMP Debian 3.16.56-1+deb8u1 (2
                                  | 018-05-08) ppc64]
----------------------------------+--------------------------------------------
 PowerPC_Linux_32_clangV1101      | Debian clang version 11.0.1-2 as [ELF 32-b
                                  | it MSB executable, PowerPC or cisco 4500,
                                  | version 1 (SYSV), dynamically linked (uses
                                  |  shared libs), for GNU/Linux 3.2.0, stripp
                                  | ed] at systime Fri Jun 13 13:01:27 CEST 20
                                  | 25 on [Linux IBMpowerCHRP 5.10.0-8-powerpc
                                  | 64 #1 SMP Debian 5.10.46-1 (2021-06-24) pp
                                  | c64]
----------------------------------+--------------------------------------------
 PowerPC_Linux_64_gccV492         | gcc version 4.9.2 (Debian 4.9.2-10+deb8u1)
                                  |  as [ELF 64-bit MSB executable, 64-bit Pow
                                  | erPC or cisco 7500, version 1 (SYSV), dyna
                                  | mically linked (uses shared libs), for GNU
                                  | /Linux 2.6.32, stripped] at systime Fri Ju
                                  | n 13 13:01:27 CEST 2025 on [Linux IBMpower
                                  | CHRP 3.16.0-6-powerpc64 #1 SMP Debian 3.16
                                  | .56-1+deb8u1 (2018-05-08) ppc64]
----------------------------------+--------------------------------------------
 PowerPC_Linux_64_gccV1021        | gcc version 10.2.1 20210110 (Debian 10.2.1
                                  | -6) as [ELF 64-bit MSB executable, 64-bit
                                  | PowerPC or cisco 7500, version 1 (SYSV), d
                                  | ynamically linked (uses shared libs), for
                                  | GNU/Linux 3.2.0, stripped] at systime Fri
                                  | Jun 13 13:01:16 CEST 2025 on [Linux IBMpow
                                  | erCHRP 5.10.0-8-powerpc64 #1 SMP Debian 5.
                                  | 10.46-1 (2021-06-24) ppc64]
----------------------------------+--------------------------------------------
 PowerPC_Linux_64_clangV350       | Debian clang version 3.5.0-10 (tags/RELEAS
                                  | E_350/final) (based on LLVM 3.5.0) as [ELF
                                  |  64-bit MSB executable, 64-bit PowerPC or
                                  | cisco 7500, version 1 (SYSV), dynamically
                                  | linked (uses shared libs), for GNU/Linux 2
                                  | .6.32, stripped] at systime Fri Jun 13 13:
                                  | 01:14 CEST 2025 on [Linux IBMpowerCHRP 3.1
                                  | 6.0-6-powerpc64 #1 SMP Debian 3.16.56-1+de
                                  | b8u1 (2018-05-08) ppc64]
----------------------------------+--------------------------------------------
 PowerPC_Linux_64_clangV1101      | Debian clang version 11.0.1-2 as [ELF 64-b
                                  | it MSB executable, 64-bit PowerPC or cisco
                                  |  7500, version 1 (SYSV), dynamically linke
                                  | d (uses shared libs), for GNU/Linux 3.2.0,
                                  |  stripped] at systime Fri Jun 13 13:01:28
                                  | CEST 2025 on [Linux IBMpowerCHRP 5.10.0-8-
                                  | powerpc64 #1 SMP Debian 5.10.46-1 (2021-06
                                  | -24) ppc64]
----------------------------------+--------------------------------------------
 PowerPC_FreeBSD_32_gccV920       | gcc version 9.2.0 (FreeBSD Ports Collectio
                                  | n) as [ELF 32-bit MSB executable, PowerPC
                                  | or cisco 4500, version 1 (FreeBSD), dynami
                                  | cally linked (uses shared libs), FreeBSD-s
                                  | tyle, for FreeBSD 12.1, stripped] at systi
                                  | me Fri Jun 13 13:13:53 CEST 2025 on [FreeB
                                  | SD FreeBSD12VM 12.1-RELEASE FreeBSD 12.1-R
                                  | ELEASE r354233 GENERIC powerpc]
----------------------------------+--------------------------------------------
 PowerPC_FreeBSD_32_clangV801     | clang version 8.0.1 (tags/RELEASE_801/fina
                                  | l) (based on LLVM 8.0.1) as [ELF 32-bit MS
                                  | B executable, PowerPC or cisco 4500, versi
                                  | on 1 (FreeBSD), dynamically linked (uses s
                                  | hared libs), FreeBSD-style, for FreeBSD 12
                                  | .1, stripped] at systime Fri Jun 13 13:26:
                                  | 51 CEST 2025 on [FreeBSD FreeBSD12VM 12.1-
                                  | RELEASE FreeBSD 12.1-RELEASE r354233 GENER
                                  | IC powerpc]
----------------------------------+--------------------------------------------
 PowerPC_FreeBSD_64_gccV920       | gcc version 9.2.0 (FreeBSD Ports Collectio
                                  | n) as [ELF 64-bit MSB executable, 64-bit P
                                  | owerPC or cisco 7500, version 1 (FreeBSD),
                                  |  dynamically linked (uses shared libs), Fr
                                  | eeBSD-style, for FreeBSD 12.1, stripped] a
                                  | t systime Fri Jun 13 13:14:21 CEST 2025 on
                                  |  [FreeBSD FreeBSD12VM 12.1-RELEASE FreeBSD
                                  |  12.1-RELEASE r354233 GENERIC powerpc]
----------------------------------+--------------------------------------------
 PowerPC_FreeBSD_64_clangV801     | clang version 8.0.1 (tags/RELEASE_801/fina
                                  | l) (based on LLVM 8.0.1) as [ELF 64-bit MS
                                  | B executable, 64-bit PowerPC or cisco 7500
                                  | , version 1 (FreeBSD), dynamically linked
                                  | (uses shared libs), FreeBSD-style, for Fre
                                  | eBSD 12.1, stripped] at systime Fri Jun 13
                                  |  13:28:38 CEST 2025 on [FreeBSD FreeBSD12V
                                  | M 12.1-RELEASE FreeBSD 12.1-RELEASE r35423
                                  | 3 GENERIC powerpc]
----------------------------------+--------------------------------------------
 PowerPCle_Linux_32_gccV930       | gcc version 9.3.0 (GCC) (cross-toolchain)
                                  | as [ELF 32-bit LSB executable, PowerPC or
                                  | cisco 4500, version 1 (SYSV), dynamically
                                  | linked (uses shared libs), for GNU/Linux 3
                                  | .2.0, stripped] at systime Fri Jun 13 13:0
                                  | 1:16 CEST 2025 on [Linux IBMpowerCHRP 5.10
                                  | .0-8-powerpc64 #1 SMP Debian 5.10.46-1 (20
                                  | 21-06-24) ppc64]
----------------------------------+--------------------------------------------
 PowerPCle_Linux_64_gccV1021      | gcc version 10.2.1 20210110 (Debian 10.2.1
                                  | -6) as [ELF 64-bit LSB executable, 64-bit
                                  | PowerPC or cisco 7500, version 1 (SYSV), d
                                  | ynamically linked (uses shared libs), for
                                  | GNU/Linux 3.10.0, stripped] at systime Fri
                                  |  Jun 13 13:01:18 CEST 2025 on [Linux Linux
                                  | PPC64le 5.10.0-20-powerpc64le #1 SMP Debia
                                  | n 5.10.158-2 (2022-12-13) ppc64le]
----------------------------------+--------------------------------------------
 PowerPCle_Linux_64_clangV1101    | Debian clang version 11.0.1-2 as [ELF 64-b
                                  | it LSB executable, 64-bit PowerPC or cisco
                                  |  7500, version 1 (SYSV), dynamically linke
                                  | d (uses shared libs), for GNU/Linux 3.10.0
                                  | , stripped] at systime Fri Jun 13 13:01:29
                                  |  CEST 2025 on [Linux LinuxPPC64le 5.10.0-2
                                  | 0-powerpc64le #1 SMP Debian 5.10.158-2 (20
                                  | 22-12-13) ppc64le]
----------------------------------+--------------------------------------------
 PowerPCle_Linux_64_xlcV1611      | IBM XL C/C++ for Linux, V16.1.1 (Community
                                  |  Edition) Version: 16.01.0001.0003 as [ELF
                                  |  64-bit LSB executable, 64-bit PowerPC or
                                  | cisco 7500, version 1 (SYSV), dynamically
                                  | linked (uses shared libs), for GNU/Linux 3
                                  | .10.0, stripped] at systime Fri Jun 13 13:
                                  | 01:42 CEST 2025 on [Linux LinuxPPC64le 5.1
                                  | 0.0-20-powerpc64le #1 SMP Debian 5.10.158-
                                  | 2 (2022-12-13) ppc64le]
----------------------------------+--------------------------------------------
 S390_Linux_32_gccV930            | gcc version 9.3.0 (GCC) (cross-toolchain)
                                  | as [ELF 32-bit MSB executable, IBM S/390,
                                  | version 1 (SYSV), dynamically linked (uses
                                  |  shared libs), for GNU/Linux 3.2.0, stripp
                                  | ed] at systime Fri Jun 13 13:01:16 CEST 20
                                  | 25 on [Linux IBMpowerCHRP 5.10.0-8-powerpc
                                  | 64 #1 SMP Debian 5.10.46-1 (2021-06-24) pp
                                  | c64]
----------------------------------+--------------------------------------------
 S390_Linux_64_gccV930            | gcc version 9.3.0 (GCC) (cross-toolchain)
                                  | as [ELF 64-bit MSB executable, IBM S/390,
                                  | version 1 (SYSV), dynamically linked (uses
                                  |  shared libs), for GNU/Linux 3.2.0, stripp
                                  | ed] at systime Fri Jun 13 13:01:17 CEST 20
                                  | 25 on [Linux IBMpowerCHRP 5.10.0-8-powerpc
                                  | 64 #1 SMP Debian 5.10.46-1 (2021-06-24) pp
                                  | c64]
----------------------------------+--------------------------------------------
 S390_Linux_64_clangV381          | clang version 3.8.1-24 (tags/RELEASE_381/f
                                  | inal) as [ELF 64-bit MSB executable, IBM S
                                  | /390, version 1 (SYSV), dynamically linked
                                  |  (uses shared libs), for GNU/Linux 3.2.0,
                                  | stripped] at systime Fri Jun 13 13:08:17 C
                                  | EST 2025 on [Linux debian-QEMU 4.9.0-3-s39
                                  | 0x #1 SMP Debian 4.9.30-2+deb9u1 (2017-06-
                                  | 18) s390x]
----------------------------------+--------------------------------------------
 M68000_Linux_32_gccV930          | gcc version 9.3.0 (GCC) (cross-toolchain)
                                  | as [ELF 32-bit MSB executable, Motorola m6
                                  | 8k, 68020, version 1 (SYSV), dynamically l
                                  | inked (uses shared libs), for GNU/Linux 3.
                                  | 2.0, stripped] at systime Fri Jun 13 13:01
                                  | :13 CEST 2025 on [Linux IBMpowerCHRP 5.10.
                                  | 0-8-powerpc64 #1 SMP Debian 5.10.46-1 (202
                                  | 1-06-24) ppc64]
----------------------------------+--------------------------------------------
 ARMeabi_Linux_32_gccV1021        | gcc version 10.2.1 20210110 (Debian 10.2.1
                                  | -6) (cross-toolchain) as [ELF 32-bit LSB e
                                  | xecutable, ARM, EABI5 version 1 (SYSV), dy
                                  | namically linked (uses shared libs), for G
                                  | NU/Linux 3.2.0, stripped] at systime Fri J
                                  | un 13 13:01:22 CEST 2025 on [Linux Linux64
                                  | core 5.10.0-6-amd64 #1 SMP Debian 5.10.28-
                                  | 1 (2021-04-09) x86_64]
----------------------------------+--------------------------------------------
 ARMeabihf_Linux_32_gccV1021      | gcc version 10.2.1 20210110 (Debian 10.2.1
                                  | -6) (cross-toolchain) as [ELF 32-bit LSB e
                                  | xecutable, ARM, EABI5 version 1 (SYSV), dy
                                  | namically linked (uses shared libs), for G
                                  | NU/Linux 3.2.0, stripped] at systime Fri J
                                  | un 13 13:01:17 CEST 2025 on [Linux Linux64
                                  | core 5.10.0-6-amd64 #1 SMP Debian 5.10.28-
                                  | 1 (2021-04-09) x86_64]
----------------------------------+--------------------------------------------
 ARMeabihf_Linux_32_clangV381     | clang version 3.8.1-24 (tags/RELEASE_381/f
                                  | inal) as [ELF 32-bit LSB executable, ARM,
                                  | EABI5 version 1 (SYSV), dynamically linked
                                  |  (uses shared libs), for GNU/Linux 3.2.0,
                                  | stripped] at systime Fri Jun 13 13:08:06 C
                                  | EST 2025 on [Linux debian-QEMU 4.9.0-3-arm
                                  | mp-lpae #1 SMP Debian 4.9.30-2+deb9u1 (201
                                  | 7-06-18) armv7l]
----------------------------------+--------------------------------------------
 ARM_Linux_64_gccV1021            | gcc version 10.2.1 20210110 (Debian 10.2.1
                                  | -6) as [ELF 64-bit LSB executable, ARM aar
                                  | ch64, version 1 (SYSV), dynamically linked
                                  |  (uses shared libs), for GNU/Linux 3.7.0,
                                  | stripped] at systime Fri Jun 13 13:02:18 C
                                  | EST 2025 on [Linux ARM64debian 5.10.0-8-ar
                                  | m64 #1 SMP Debian 5.10.46-1 (2021-06-24) a
                                  | arch64]
----------------------------------+--------------------------------------------
 ARM_Linux_64_clangV1101          | Debian clang version 11.0.1-2 as [ELF 64-b
                                  | it LSB executable, ARM aarch64, version 1
                                  | (SYSV), dynamically linked (uses shared li
                                  | bs), for GNU/Linux 3.7.0, stripped] at sys
                                  | time Fri Jun 13 13:02:14 CEST 2025 on [Lin
                                  | ux ARM64debian 5.10.0-8-arm64 #1 SMP Debia
                                  | n 5.10.46-1 (2021-06-24) aarch64]
----------------------------------+--------------------------------------------
 ARM_FreeBSD_64_gccV920           | gcc version 9.2.0 (FreeBSD Ports Collectio
                                  | n) as [ELF 64-bit LSB executable, ARM aarc
                                  | h64, version 1 (SYSV), dynamically linked,
                                  |  (uses shared libs), for FreeBSD 12.1, Fre
                                  | eBSD-style, stripped] at systime Fri Jun 1
                                  | 3 13:07:34 CEST 2025 on [FreeBSD FreeBSD12
                                  | VM 12.1-RELEASE FreeBSD 12.1-RELEASE r3542
                                  | 33 GENERIC arm64]
----------------------------------+--------------------------------------------
 ARM_FreeBSD_64_clangV801         | FreeBSD clang version 8.0.1 (tags/RELEASE_
                                  | 801/final 366581) (based on LLVM 8.0.1) as
                                  |  [ELF 64-bit LSB executable, ARM aarch64,
                                  | version 1 (SYSV), dynamically linked, (use
                                  | s shared libs), for FreeBSD 12.1, FreeBSD-
                                  | style, stripped] at systime Fri Jun 13 13:
                                  | 06:44 CEST 2025 on [FreeBSD FreeBSD12VM 12
                                  | .1-RELEASE FreeBSD 12.1-RELEASE r354233 GE
                                  | NERIC arm64]
----------------------------------+--------------------------------------------
 ARM_Android_32_gccV49x           | gcc version 4.9.x 20150123 (prerelease) (G
                                  | CC) (cross-toolchain) (arm arm-linux-andro
                                  | ideabi -D__ANDROID_API__=26) as [ELF 32-bi
                                  | t LSB executable, ARM, EABI5 version 1 (SY
                                  | SV), dynamically linked (uses shared libs)
                                  | , stripped] at systime Fri Jun 13 13:01:23
                                  |  CEST 2025 on [Linux Linux64core 5.10.0-6-
                                  | amd64 #1 SMP Debian 5.10.28-1 (2021-04-09)
                                  |  x86_64 GNU/Linux]
----------------------------------+--------------------------------------------
 ARM_Android_32_clangV503         | clang version 5.0.300080 (based on LLVM 5.
                                  | 0.300080) (cross-toolchain) (arm arm-linux
                                  | -androideabi -D__ANDROID_API__=26) as [ELF
                                  |  32-bit LSB executable, ARM, EABI5 version
                                  |  1 (SYSV), dynamically linked (uses shared
                                  |  libs), stripped] at systime Fri Jun 13 13
                                  | :01:13 CEST 2025 on [Linux Linux64core 5.1
                                  | 0.0-6-amd64 #1 SMP Debian 5.10.28-1 (2021-
                                  | 04-09) x86_64 GNU/Linux]
----------------------------------+--------------------------------------------
 ARM_Android_64_gccV49x           | gcc version 4.9.x 20150123 (prerelease) (G
                                  | CC) (cross-toolchain) (arm64 aarch64-linux
                                  | -android -D__ANDROID_API__=26) as [ELF 64-
                                  | bit LSB executable, ARM aarch64, version 1
                                  |  (SYSV), dynamically linked (uses shared l
                                  | ibs), stripped] at systime Fri Jun 13 13:0
                                  | 1:22 CEST 2025 on [Linux Linux64core 5.10.
                                  | 0-6-amd64 #1 SMP Debian 5.10.28-1 (2021-04
                                  | -09) x86_64 GNU/Linux]
----------------------------------+--------------------------------------------
 ARM_Android_64_clangV503         | clang version 5.0.300080 (based on LLVM 5.
                                  | 0.300080) (cross-toolchain) (arm64 aarch64
                                  | -linux-android -D__ANDROID_API__=26) as [E
                                  | LF 64-bit LSB executable, ARM aarch64, ver
                                  | sion 1 (SYSV), dynamically linked (uses sh
                                  | ared libs), stripped] at systime Fri Jun 1
                                  | 3 13:01:15 CEST 2025 on [Linux Linux64core
                                  |  5.10.0-6-amd64 #1 SMP Debian 5.10.28-1 (2
                                  | 021-04-09) x86_64 GNU/Linux]
----------------------------------+--------------------------------------------
 ARM_MacOS_64_clangV1200          | Apple clang version 12.0.0 (clang-1200.0.3
                                  | 2.29) (Target: arm64-apple-darwin20.0.0) a
                                  | s [Mach-O 64-bit executable arm64] at syst
                                  | ime Fri Jun 13 13:02:05 CEST 2025 on [Darw
                                  | in MacOS11_BigSur 20.0.0 Darwin Kernel Ver
                                  | sion 20.0.0: Thu Jul 30 22:49:28 PDT 2020;
                                  |  root:xnu-7195.0.0.141.5~1/RELEASE_X86_64
                                  | x86_64]
----------------------------------+--------------------------------------------
 ARMe_MacOS_64_clangV1200         | Apple clang version 12.0.0 (clang-1200.0.3
                                  | 2.29) (Target: arm64e-apple-darwin20.0.0)
                                  | as [Mach-O 64-bit executable arm64e] at sy
                                  | stime Fri Jun 13 13:01:42 CEST 2025 on [Da
                                  | rwin MacOS11_BigSur 20.0.0 Darwin Kernel V
                                  | ersion 20.0.0: Thu Jul 30 22:49:28 PDT 202
                                  | 0; root:xnu-7195.0.0.141.5~1/RELEASE_X86_6
                                  | 4 x86_64]
----------------------------------+--------------------------------------------
 ARMbe_Linux_64_gccV930           | gcc version 9.3.0 (GCC) (cross-toolchain)
                                  | as [ELF 64-bit MSB executable, ARM aarch64
                                  | , version 1 (SYSV), dynamically linked (us
                                  | es shared libs), for GNU/Linux 3.7.0, stri
                                  | pped] at systime Fri Jun 13 13:01:20 CEST
                                  | 2025 on [Linux IBMpowerCHRP 5.10.0-8-power
                                  | pc64 #1 SMP Debian 5.10.46-1 (2021-06-24)
                                  | ppc64]
----------------------------------+--------------------------------------------
 RISCV_Linux_32_gccV930           | gcc version 9.3.0 (GCC) (cross-toolchain)
                                  | as [ELF 32-bit LSB executable, UCB RISC-V,
                                  |  version 1 (SYSV), dynamically linked (use
                                  | s shared libs), for GNU/Linux 5.4.0, strip
                                  | ped] at systime Fri Jun 13 13:01:14 CEST 2
                                  | 025 on [Linux IBMpowerCHRP 5.10.0-8-powerp
                                  | c64 #1 SMP Debian 5.10.46-1 (2021-06-24) p
                                  | pc64]
----------------------------------+--------------------------------------------
 RISCV_Linux_64_gccV930           | gcc version 9.3.0 (GCC) (cross-toolchain)
                                  | as [ELF 64-bit LSB executable, UCB RISC-V,
                                  |  version 1 (SYSV), dynamically linked (use
                                  | s shared libs), for GNU/Linux 4.15.0, stri
                                  | pped] at systime Fri Jun 13 13:01:15 CEST
                                  | 2025 on [Linux IBMpowerCHRP 5.10.0-8-power
                                  | pc64 #1 SMP Debian 5.10.46-1 (2021-06-24)
                                  | ppc64]
----------------------------------+--------------------------------------------
 LoongArch_Linux_64_gccV1300      | gcc version 13.0.0 20221018 (experimental)
                                  |  (GCC) (cross-toolchain) as [ELF 64-bit LS
                                  | B executable, LoongArch, version 1 (SYSV),
                                  |  dynamically linked (uses shared libs), fo
                                  | r GNU/Linux 5.19.0, stripped] at systime F
                                  | ri Jun 13 13:01:17 CEST 2025 on [Linux Lin
                                  | ux64core 5.10.0-6-amd64 #1 SMP Debian 5.10
                                  | .28-1 (2021-04-09) x86_64]


########################################################
##                                                    ##
##  Obtaining license for legacy/retired deployments  ##
##  (License Model is "Legacy/Retired; license key")  ##
##                                                    ##
########################################################

  0. Read latest information on our http://www.bmdfm.com official web site.


  1. Email the following information to bmdfm@bmdfm.de, your email should
     have subject "BMDFM license request":

                 My name: __________________________________________________
         My organization: __________________________________________________
                My email: __________________________________________________
              My address: __________________________________________________
         My INet-address: __________________________________________________
           My IP-address: __________________________________________________
           My HW-address: __________________________________________________
       My UNIX system ID: __________________________________________________

     For example:

           Email subject: BMDFM license request

                 My name: David Scott Freeman
         My organization: Flight Navigator Research Inc.
                My email: David.S.Freeman@flight-navigator-research.com
              My address: 615 Idlewyld Drive, Fort Lauderdale, FL 33301, USA
         My INet-address: big-iron.mainframes.flight-navigator-research.com
           My IP-address: 140.150.160.170
           My HW-address: 08:90:FE:A2:3B:55
       My UNIX system ID: "AIX IBMp-RS6000 1 7 00DF8EB46F00"
                          |this is the output of `uname -a`|

  2. Receive your license key (sequence of digits) via email and insert
     this license key to your BMDFMreg.inf file (you can also add/change the
     corresponding "LICENSE_FILE = BMDFMreg.inf" record in your BMDFMsrv.cfg
     file).


  3. How do you check the license:

       Start the BM_DFM Server. Type "STAT ON" at your BM_DFM Server console.
       If your license is invalid a warning message will appear.


#                         \\|//                         #
#                         (@ @)                         #
#  .-----------------oOO---(_)---OOo-----------------.  #
#  |                                                 |  #
#  |                  BMDFM PROJECT                  |  #
#  |      Oleksandr Pochayevets (aka Sancho M.)      |  #
#  |                                                 |  #
#  `-------------------------------------------------'  #
#                        |__|__|                        #
#                         || ||                         #
#                        ooO Ooo                        #

# <EOF>

